created_at,id,id_str,text,source,truncated,in_reply_to_status_id,in_reply_to_status_id_str,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_screen_name,user,geo,coordinates,place,contributors,retweeted_status,retweet_count,favorite_count,entities,favorited,retweeted,lang
Wed Oct 01 00:00:57 +0000 2014,517101828400746497,517101828400746497,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:25 +0000 2014,517101691049902080,517101691049902080,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:21 +0000 2014,517101675140497410,517101675140497410,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:18 +0000 2014,517101662306328577,517101662306328577,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:14 +0000 2014,517101648066277376,517101648066277376,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:14 +0000 2014,517101645231296513,517101645231296513,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:12 +0000 2014,517101637517983744,517101637517983744,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:10 +0000 2014,517101629963649024,517101629963649024,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:08 +0000 2014,517101620736167936,517101620736167936,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:08 +0000 2014,517101620140974080,517101620140974080,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:06 +0000 2014,517101614138548224,517101614138548224,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:06 +0000 2014,517101610796085250,517101610796085250,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
Wed Oct 01 00:00:02 +0000 2014,517101596443164675,517101596443164675,RT @thegabrielconte: Just realized this... I shouldn't ever turn my hat backwards unless I'm about to have a Pokemon battle. #letsbereal,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",false,"","","","","",,"","","","",,45,0,,false,false,en
